user7337	10004	1.3
user7337	10007	3.3
user7337	10009	4.3
user9970	10008	4.6
user3335	10008	0.3
user9970	10009	2.5
user9970	10006	2.3
user9970	10007	1.9
user7337	10010	2.8
user9970	10004	1.2
user3335	10004	0.2
user9970	10005	3.0
user3335	10001	4.7
user3614	10010	1.0
user195	10010	0.6
user3335	10009	2.8
user2911	10008	5.0
user2911	10009	1.6
user2911	10004	2.7
user2911	10006	2.9
user2911	10007	4.5
user2911	10001	2.4
user2911	10003	4.2
user2459	10010	4.7
user195	10006	0.6
user3614	10007	1.8
user9691	10008	1.5
user9691	10009	4.8
user195	10004	3.6
user3614	10005	3.0
user9691	10006	5.0
user3614	10006	2.7
user8300	10010	5.0
user195	10008	4.8
user195	10009	0.9
user195	10002	3.2
user3614	10003	1.7
user9691	10004	3.1
user195	10003	4.0
user9691	10005	2.1
user3614	10001	2.5
user9691	10002	0.7
user195	10001	3.0
user3614	10002	2.8
user6913	10010	0.6
user9989	10002	0.8
user9989	10003	2.5
user9989	10005	4.2
user9989	10006	2.1
user9989	10008	1.8
user9989	10010	2.4
user7108	10003	2.5
user7108	10004	4.0
user7759	10008	1.0
user7108	10001	4.5
user7759	10009	3.5
user7108	10002	2.1
user7108	10007	3.2
user7108	10005	1.0
user7108	10006	3.7
user7759	10001	5.0
user7759	10003	5.0
user7759	10005	4.4
user1105	10004	0.9
user1105	10005	4.9
user1105	10002	1.7
user7337	10001	0.9
user7337	10002	2.8
user1105	10008	4.4
user1105	10006	0.1
user158	10001	4.3
user158	10002	4.2
user1055	10001	0.6
user1055	10002	4.6
user158	10004	1.4
user8250	10002	3.6
user2688	10010	0.8
user8250	10004	4.0
user8250	10005	3.1
user8250	10001	4.4
user437	10005	1.1
user437	10006	1.4
user437	10007	5.0
user437	10001	0.7
user437	10002	2.4
user8250	10007	1.1
user437	10003	4.7
user8250	10008	0.6
user437	10004	0.4
user9059	10004	5.0
user9059	10005	2.9
user158	10010	1.2
user4776	10010	0.5
user9059	10006	1.6
user9059	10007	1.8
user9059	10002	3.3
user9059	10003	3.6
user2688	10001	2.3
user2688	10005	4.8
user2688	10006	4.7
user8250	10010	0.4
user2688	10003	1.1
user2688	10009	3.9
user4776	10005	1.6
user158	10006	2.1
user4776	10006	3.5
user2688	10007	3.0
user2688	10008	2.5
user4776	10008	5.0
user158	10009	0.1
user4776	10001	3.8
user4776	10002	2.9
user4776	10004	4.2
user4670	10010	2.5
user9059	10010	2.4
user8635	10001	3.8
user8635	10002	1.0
user6126	10002	2.2
user6126	10003	3.1
user4670	10008	1.2
user4670	10009	3.8
user6126	10001	4.3
user9059	10008	2.1
user9059	10009	3.0
user4670	10002	2.7
user4670	10001	0.9
user4670	10004	4.8
user8635	10010	4.9
user4670	10005	4.2
user8635	10006	3.9
user6020	10001	4.3
user8635	10003	0.4
user6020	10002	3.7
user8635	10004	3.1
user3794	10001	3.5
user3794	10002	0.5
user3794	10003	1.9
user1055	10005	1.1
user6020	10008	4.9
user6020	10009	0.6
user1055	10007	3.8
user1055	10008	2.8
user9511	10008	4.5
user9511	10009	4.3
user6020	10006	1.6
user5094	10009	2.2
user5702	10003	0.7
user5702	10004	3.0
user7002	10001	0.4
user5702	10005	4.0
user7002	10002	2.3
user5702	10006	2.2
user5094	10005	3.9
user7002	10005	2.4
user5094	10007	4.6
user5702	10001	0.8
user7002	10006	3.1
user5094	10008	1.5
user5702	10002	4.0
user5094	10001	0.2
user5094	10004	0.9
user102	10006	4.6
user102	10007	4.7
user5702	10008	0.3
user5702	10009	1.8
user102	10009	1.5
user6020	10010	3.6
user2316	10001	2.3
user2316	10004	3.4
user2316	10006	1.2
user2316	10008	5.0
user2316	10009	3.5
user9617	10006	4.3
user9617	10007	0.2
user9617	10004	1.5
user9617	10002	3.2
user9617	10003	3.9
user9617	10001	2.0
user6126	10006	4.9
user9617	10008	3.9
user6126	10005	0.3
user7002	10010	3.6
user9617	10009	1.2
user208	10005	3.0
user208	10001	4.4
user208	10002	3.1
user6126	10010	0.5
user7002	10008	3.7
user208	10009	4.9
user208	10007	1.9
user208	10008	2.6
user7424	10010	1.5
user245	10006	1.9
user1142	10005	4.2
user7145	10004	5.0
user245	10007	2.0
user1142	10006	2.8
user245	10008	5.0
user1142	10007	0.8
user245	10009	1.4
user1142	10009	2.5
user7145	10001	4.0
user7145	10002	1.0
user7145	10003	3.1
user5881	10003	4.7
user5881	10004	1.0
user5881	10002	2.9
user7424	10004	5.0
user7424	10005	3.1
user7424	10007	4.3
user7145	10010	1.9
user7424	10002	3.9
user5881	10007	3.9
user5881	10008	1.1
user5881	10009	0.6
user5881	10010	0.9
user7145	10008	0.7
user9797	10007	4.7
user1142	10002	1.0
user7145	10009	1.6
user9797	10008	1.4
user1142	10003	4.2
user9511	10004	3.2
user9511	10005	2.0
user9511	10006	1.4
user331	10002	2.6
user3794	10004	0.7
user3794	10005	4.0
user331	10001	1.3
user331	10006	3.1
user331	10007	0.2
user3794	10009	1.2
user4441	10003	1.6
user4441	10004	2.6
user4441	10005	0.4
user4441	10001	4.5
user8864	10005	4.6
user8864	10007	2.8
user4862	10009	5.0
user7231	10008	0.3
user7231	10009	0.5
user8443	10007	2.5
user4862	10007	3.6
user7231	10006	3.3
user8443	10004	4.5
user4862	10008	1.9
user7231	10007	4.3
user4862	10005	0.8
user8443	10002	2.4
user4862	10006	3.6
user7231	10005	0.2
user8443	10003	2.0
user4862	10003	3.7
user7231	10003	0.6
user8443	10001	4.6
user2161	10007	4.4
user2161	10008	4.3
user331	10008	1.9
user2161	10005	4.8
user331	10009	2.0
user2161	10006	2.3
user245	10002	3.9
user2161	10004	4.9
user245	10004	4.5
user2161	10001	2.5
user245	10005	0.3
user1018	10010	1.4
user2496	10010	2.0
user387	10010	0.8
user7231	10010	1.0
user2161	10009	4.9
user4404	10007	1.4
user2161	10010	5.0
user4404	10001	2.3
user2496	10008	1.8
user387	10009	5.0
user2496	10007	2.4
user4404	10006	4.0
user2496	10004	5.0
user4404	10003	2.6
user1018	10003	0.7
user2496	10002	1.0
user1018	10004	4.0
user2496	10003	0.5
user1018	10001	0.5
user1018	10008	0.5
user1018	10005	2.4
user1018	10006	4.0
user4404	10010	2.6
user9797	10003	3.4
user9797	10004	1.2
user9797	10006	2.4
user9797	10002	4.4
user803	10004	4.8
user803	10005	1.7
user803	10002	1.1
user3528	10001	3.5
user803	10003	3.0
user3528	10002	3.8
user803	10008	1.7
user3528	10004	0.4
user803	10006	1.4
user803	10007	0.3
user3528	10006	3.9
user3528	10008	4.5
user3528	10009	4.2
user387	10005	1.7
user387	10004	4.9
user387	10001	3.0
user803	10010	0.2
user6268	10009	3.3
user6268	10005	3.5
user6268	10006	1.3
user1477	10010	0.1
user1198	10001	1.5
user1198	10002	0.8
user1198	10003	1.1
user3986	10007	4.0
user3986	10009	1.8
user3986	10003	1.6
user3986	10004	3.7
user1477	10002	0.9
user3986	10005	4.9
user1477	10003	3.1
user1477	10004	2.0
user1477	10005	2.4
user1477	10006	1.6
user3986	10001	4.7
user1477	10007	5.0
user3986	10002	3.1
user3106	10001	4.1
user3528	10010	0.6
user3106	10005	3.5
user3106	10006	4.2
user3106	10007	1.6
user3106	10008	2.6
user666	10002	4.3
user666	10005	2.5
user666	10006	4.5
user666	10003	3.4
user666	10004	0.7
user8021	10009	0.9
user666	10009	4.0
user8021	10007	4.9
user666	10007	3.8
user8021	10004	0.8
user666	10008	3.3
user8021	10003	4.0
user8021	10001	2.3
user7566	10003	0.8
user8778	10001	2.4
user5057	10001	0.7
user7566	10004	2.7
user8778	10002	1.3
user7566	10001	3.4
user7566	10002	3.5
user5057	10004	4.6
user6269	10003	2.5
user5057	10002	3.2
user5057	10003	4.8
user6269	10001	1.2
user8778	10009	3.6
user7566	10009	0.2
user8778	10007	3.7
user8778	10008	0.4
user7566	10007	2.9
user8778	10005	1.3
user8778	10006	3.5
user7566	10005	2.8
user8778	10003	1.5
user8778	10004	1.0
user1198	10009	4.4
user8778	10010	0.5
user1198	10005	2.4
user6268	10001	2.6
user6268	10002	0.3
user6268	10003	3.1
user6268	10004	3.5
user3986	10010	1.4
user8443	10010	2.8
user4739	10010	0.9
user5180	10006	3.0
user5180	10002	1.8
user4862	10002	4.1
user5180	10009	3.2
user8443	10008	4.6
user9809	10010	0.9
user5180	10008	1.7
user8443	10009	0.4
user5057	10007	1.1
user5057	10010	0.2
user5180	10010	1.7
user9096	10010	0.6
user1700	10003	3.0
user9096	10009	1.5
user1700	10004	4.8
user1700	10001	4.5
user1700	10002	0.6
user9096	10008	0.7
user9096	10005	3.8
user9096	10006	4.9
user1700	10005	3.1
user9096	10004	2.8
user9096	10001	1.9
user9096	10002	3.6
user1700	10009	3.8
user4739	10004	3.7
user4739	10005	2.1
user4739	10003	2.4
user4739	10008	2.5
user4739	10009	0.5
user4739	10006	5.0
user9809	10005	4.4
user5615	10003	0.7
user5615	10004	0.1
user9809	10009	0.7
user9809	10007	1.4
user5615	10001	4.6
user9809	10001	3.5
user5615	10007	4.0
user9809	10002	4.8
user5615	10008	4.5
user5615	10009	3.1
user8442	10003	3.5
user8442	10004	4.7
user4440	10009	4.7
user8442	10005	2.7
user8442	10006	0.1
user4440	10007	5.0
user8442	10007	4.5
user8442	10008	4.0
user2160	10002	2.6
user2160	10003	4.8
user2160	10005	3.3
user2160	10007	1.7
user2160	10008	4.9
user2160	10009	3.1
user4440	10010	3.6
user2160	10001	1.2
user3899	10008	1.7
user3899	10009	3.7
user3899	10003	2.4
user5287	10006	1.7
user3899	10004	4.2
user3899	10005	4.2
user5287	10004	3.0
user5287	10001	0.4
user5287	10002	3.7
user3899	10001	2.3
user9740	10003	3.2
user9740	10004	0.7
user9740	10002	4.4
user9740	10007	2.0
user9740	10005	1.8
user1880	10003	4.1
user1880	10005	0.2
user9740	10009	1.6
user1880	10007	0.1
user1880	10008	4.7
user1880	10009	3.1
user3899	10010	1.8
user5287	10010	2.2
user8442	10010	4.3
user5287	10009	0.9
user9740	10010	4.9
user5287	10007	3.3
user4440	10005	1.6
user8442	10009	3.1
user4440	10006	2.6
user4440	10003	4.8
user1880	10010	2.4
user4440	10004	3.0
user4440	10001	4.4
user2160	10010	3.6
user4440	10002	5.0
user3421	10004	4.7
user3421	10005	2.0
user5845	10001	0.7
user3421	10006	1.3
user5845	10003	3.6
user3421	10009	3.5
user5845	10005	4.6
user5845	10006	1.1
user5845	10007	4.2
user3527	10010	4.9
user5845	10009	0.1
user5882	10010	2.5
user5882	10008	2.2
user5882	10007	2.5
user3230	10001	2.7
user6269	10006	3.5
user3230	10002	3.7
user5882	10001	4.7
user6269	10004	0.4
user3230	10005	0.6
user5882	10004	1.0
user3230	10003	1.3
user5882	10002	1.2
user3230	10004	1.0
user6269	10010	2.2
user7232	10006	2.0
user7232	10007	2.8
user7232	10008	0.9
user7232	10002	0.8
user3421	10001	3.4
user7232	10003	2.1
user7232	10004	2.0
user7232	10009	1.5
user8214	10002	1.1
user8214	10003	5.0
user8214	10004	2.7
user8214	10005	0.9
user3230	10010	0.8
user3230	10007	1.2
user7232	10010	0.7
user3527	10006	1.9
user5845	10010	0.7
user3527	10007	3.7
user8214	10010	4.7
user8405	10009	3.3
user8405	10004	1.2
user8405	10005	2.2
user3527	10008	0.2
user8405	10002	0.4
user3527	10009	1.0
user1949	10006	1.0
user1949	10008	3.4
user3527	10002	2.4
user3527	10003	2.3
user1949	10001	1.9
user1949	10003	3.4
user1949	10004	1.6
user1949	10005	2.9
user8214	10006	1.6
user8214	10007	0.5
user8214	10008	4.7
user8405	10010	1.3
user3180	10010	4.4
user2689	10006	3.8
user6497	10002	2.1
user2689	10008	2.8
user2689	10009	1.7
user6497	10005	3.5
user6497	10003	1.4
user2689	10001	2.3
user2689	10002	0.8
user2689	10004	3.3
user2689	10005	1.1
user3180	10001	2.4
user3180	10004	4.4
user3180	10009	4.5
user6497	10009	0.7
user6497	10007	1.8
user3180	10005	2.3
user3180	10006	2.0
user3180	10007	0.6
user2317	10002	3.1
user6497	10010	4.0
user2317	10009	2.3
user2317	10007	3.4
user2317	10004	4.5
user2317	10005	4.7
user1986	10007	4.9
user5199	10007	3.7
user1986	10008	3.7
user5199	10008	1.5
user5199	10009	1.0
user1986	10006	1.2
user7479	10010	2.7
user1986	10009	2.1
user9741	10008	3.9
user9741	10009	3.9
user1986	10003	0.8
user1986	10004	2.1
user1986	10001	3.7
user9462	10001	1.5
user9462	10002	2.9
user5199	10010	1.9
user8251	10010	3.8
user9462	10008	4.1
user7479	10009	0.6
user9462	10004	1.4
user7479	10007	3.2
user9462	10005	4.5
user9462	10006	3.5
user9462	10007	2.1
user5478	10007	0.9
user5478	10008	3.3
user5478	10003	0.6
user5478	10006	2.4
user8251	10008	2.0
user8251	10005	1.7
user9741	10002	0.5
user8251	10006	3.5
user9741	10003	1.8
user9741	10004	0.3
user9741	10005	0.1
user9462	10010	3.3
user9741	10007	3.7
user5478	10010	3.5
user8251	10003	4.1
user8251	10004	1.3
user7758	10002	1.2
user7758	10003	0.3
user7758	10001	0.2
user7758	10004	0.4
user9618	10009	2.8
user9618	10003	3.9
user9618	10005	3.5
user7758	10009	2.7
user9618	10006	2.3
user9618	10001	4.0
user9618	10002	0.1
user9512	10001	0.5
user5478	10001	3.4
user5478	10002	2.9
user9512	10004	0.9
user9512	10005	2.2
user9512	10002	2.3
user9512	10003	0.3
user5249	10010	3.3
user5808	10006	1.6
user5808	10007	4.4
user5808	10003	4.3
user5808	10001	0.6
user4441	10007	0.3
user4441	10009	3.6
user5249	10009	4.7
user5249	10007	0.2
user5249	10008	3.8
user5199	10001	1.3
user5249	10005	4.1
user5249	10006	2.5
user5199	10004	3.7
user5249	10004	1.0
user5199	10005	5.0
user5808	10008	1.1
user5249	10002	3.9
user5807	10001	0.2
user5807	10002	1.9
user5807	10003	4.1
user5807	10005	2.6
user5807	10006	5.0
user5807	10007	1.4
user2038	10010	0.8
user207	10010	3.7
user2038	10002	3.5
user4547	10005	3.2
user207	10001	0.5
user2038	10003	4.3
user4547	10006	2.6
user207	10002	0.9
user4547	10003	2.6
user4825	10002	2.3
user207	10003	4.8
user2038	10001	2.1
user4547	10004	3.0
user4547	10001	0.9
user2038	10007	1.4
user4547	10002	4.8
user207	10006	1.2
user2038	10004	4.8
user207	10008	2.9
user2210	10002	3.7
user2210	10003	2.0
user4825	10009	1.1
user2038	10008	3.4
user2210	10001	2.9
user4825	10004	3.7
user4825	10005	3.2
user4826	10010	0.6
user4825	10007	3.7
user9512	10008	2.5
user2210	10009	3.5
user9512	10007	1.3
user2210	10006	2.3
user2210	10004	1.7
user4826	10005	2.2
user4826	10003	4.9
user4826	10004	2.7
user4826	10009	3.6
user4826	10007	0.2
user4825	10010	4.1
user7107	10007	0.9
user9512	10010	2.4
user7107	10002	1.9
user7107	10004	4.6
user7107	10005	4.5
user3143	10008	2.1
user3143	10009	2.5
user8213	10007	2.8
user9425	10005	0.3
user8213	10008	4.6
user9425	10006	1.3
user3143	10010	1.4
user7796	10010	2.7
user8213	10001	4.7
user8213	10002	0.6
user8213	10005	3.9
user9425	10003	3.8
user8213	10006	4.7
user9425	10004	3.8
user8213	10003	1.2
user9425	10002	2.6
user7796	10009	2.9
user7796	10006	3.2
user7796	10007	1.4
user3143	10005	0.3
user3143	10002	3.4
user3143	10003	3.7
user5653	10001	1.9
user5653	10002	5.0
user5930	10006	1.5
user5930	10007	2.9
user5930	10008	3.8
user5930	10002	2.4
user4074	10010	2.2
user5930	10004	0.7
user5930	10005	0.6
user6498	10010	1.8
user8406	10006	3.8
user8406	10007	0.2
user8406	10001	0.8
user8406	10002	1.9
user8406	10004	2.0
user6498	10007	2.5
user6498	10008	4.0
user8406	10010	4.0
user5930	10010	2.5
user5653	10008	1.9
user4074	10003	0.9
user5653	10009	2.4
user4074	10005	3.4
user4074	10006	3.7
user6498	10002	0.8
user4074	10007	1.8
user5653	10005	2.4
user6498	10003	4.9
user4074	10008	0.8
user6498	10004	4.6
user4074	10009	0.8
user6498	10005	1.2
user5932	10010	1.1
user5932	10001	1.8
user1104	10001	2.3
user1104	10002	5.0
user5932	10003	4.2
user1104	10003	0.4
user5932	10005	2.1
user1104	10005	4.7
user5932	10007	0.8
user1104	10007	0.3
user1104	10008	5.0
user3422	10001	0.6
user5932	10009	2.9
user3422	10009	1.5
user3336	10010	1.8
user3422	10007	4.2
user3422	10005	2.8
user3422	10002	0.8
user3422	10003	3.8
user3336	10009	0.8
user3336	10004	1.9
user3336	10006	4.1
user3336	10007	3.8
user3422	10010	2.7
user3336	10001	1.7
user3336	10002	3.9
user2123	10001	0.6
user4911	10008	0.2
user4911	10006	4.7
user4911	10007	0.7
user4911	10004	1.1
user4911	10005	4.3
user4911	10002	4.4
user4911	10001	2.8
user5844	10010	1.4
user4632	10010	2.5
user5844	10008	0.8
user5844	10009	2.6
user5844	10002	3.3
user4632	10005	0.5
user5844	10003	0.8
user5844	10001	4.6
user5844	10006	3.2
user4632	10009	2.0
user4632	10006	3.5
user4632	10007	4.5
user5844	10005	1.0
user4632	10001	0.5
user4633	10002	4.2
user4633	10003	3.9
user2124	10001	4.4
user4633	10004	4.5
user4633	10006	0.4
user4633	10007	3.8
user4633	10008	2.4
user4633	10009	1.7
user5286	10008	4.9
user9703	10002	0.3
user5286	10009	0.2
user9703	10003	3.0
user9703	10004	2.3
user9703	10006	0.3
user7795	10008	1.1
user9703	10007	3.0
user9703	10009	5.0
user4633	10010	0.7
user5286	10002	2.1
user9703	10001	1.0
user7796	10001	0.3
user7796	10002	0.8
user7796	10003	3.0
user2123	10010	0.1
user2123	10007	4.9
user2123	10005	5.0
user2123	10003	0.3
user2123	10004	4.1
user2402	10010	1.9
user4911	10010	0.5
user4634	10006	4.8
user2124	10010	3.1
user4634	10004	0.4
user4634	10005	3.9
user4634	10003	1.0
user7795	10003	4.9
user7795	10004	1.1
user7795	10005	1.3
user7795	10001	1.4
user4634	10009	0.8
user7795	10002	3.9
user2402	10009	2.9
user9704	10007	2.7
user9704	10008	1.9
user2402	10007	2.8
user9704	10005	4.9
user2402	10008	3.6
user9704	10006	0.9
user9704	10001	2.9
user9704	10002	3.2
user2402	10002	0.2
user2124	10008	4.4
user2124	10009	2.6
user2124	10002	0.4
user2402	10005	1.4
user2124	10003	0.4
user2124	10004	0.8
user9704	10009	3.7
user2124	10005	1.9
user9510	10010	2.8
user1017	10001	0.1
user7230	10006	3.2
user1017	10002	3.0
user7230	10007	0.3
user1017	10003	3.4
user7230	10008	1.3
user7230	10009	3.1
user1017	10005	0.4
user1017	10006	1.3
user1017	10007	1.4
user330	10009	4.4
user7230	10002	3.7
user3795	10001	3.3
user5796	10002	3.7
user9510	10008	3.4
user5796	10003	3.0
user9510	10009	1.7
user1017	10010	4.4
user2125	10004	4.1
user2125	10007	3.8
user2125	10008	4.1
user2125	10005	0.7
user2125	10006	2.5
user2125	10009	3.2
user330	10005	4.9
user8407	10002	1.2
user330	10006	1.3
user1701	10005	4.8
user8407	10003	2.9
user330	10007	1.5
user1701	10006	4.7
user8407	10001	0.7
user330	10001	0.7
user1701	10008	1.3
user8407	10006	4.6
user1701	10009	0.2
user8407	10007	0.7
user330	10003	0.5
user8407	10004	2.2
user8407	10005	2.3
user8407	10009	4.7
user2125	10010	4.4
user1701	10001	2.2
user1701	10002	2.2
user1701	10003	0.2
user1668	10002	2.2
user1668	10003	0.9
user1668	10001	2.5
user4405	10001	2.1
user4405	10002	4.2
user2687	10009	0.5
user4405	10003	3.2
user4405	10004	1.6
user4405	10005	2.7
user2687	10004	4.0
user4405	10006	1.0
user2687	10005	3.6
user2687	10006	0.6
user1668	10009	5.0
user2687	10007	1.9
user4405	10009	4.8
user1668	10006	3.1
user1668	10007	1.3
user2687	10001	0.9
user1668	10004	3.8
user2687	10003	2.4
user2687	10010	3.1
user8969	10007	2.2
user8969	10008	5.0
user8969	10004	2.3
user8969	10005	3.5
user1701	10010	4.0
user8969	10001	0.2
user8969	10002	3.2
user3795	10009	2.3
user5796	10004	4.7
user5796	10005	0.4
user9510	10007	1.8
user3795	10007	2.1
user5796	10006	3.3
user9510	10004	3.0
user5796	10007	2.7
user3795	10005	1.7
user5796	10008	3.1
user9510	10002	0.1
user3795	10006	3.9
user5796	10009	2.9
user9510	10003	4.2
user9510	10001	4.9
user5796	10010	4.2
user8969	10010	2.8
user1199	10005	2.9
user1199	10006	3.3
user1199	10003	3.1
user1199	10009	2.2
user9988	10001	3.3
user9988	10002	0.9
user1199	10007	1.7
user1199	10008	0.5
user2581	10009	1.9
user4777	10002	4.3
user4777	10003	3.8
user9988	10006	3.5
user2581	10008	0.3
user4777	10001	5.0
user6689	10010	4.6
user9988	10004	3.5
user4777	10006	4.7
user9988	10009	0.1
user4777	10007	1.2
user4777	10004	3.4
user9988	10007	4.3
user4777	10009	0.7
user6689	10009	4.9
user2581	10010	4.8
user6689	10006	5.0
user6689	10007	4.5
user6689	10004	4.5
user4777	10010	4.0
user6689	10005	3.3
user6689	10002	5.0
user5690	10009	3.5
user9882	10002	4.6
user5690	10007	4.7
user9882	10005	1.4
user3423	10009	1.5
user5690	10005	0.1
user9882	10006	4.0
user5690	10006	2.5
user9882	10007	0.9
user9882	10008	3.9
user5690	10004	0.2
user3423	10005	4.8
user5690	10001	0.7
user5690	10002	3.3
user3423	10007	2.7
user3423	10008	3.9
user3423	10002	4.3
user3423	10004	3.5
user9882	10001	1.0
user3613	10002	1.5
user5759	10004	3.1
user3423	10010	3.2
user3613	10004	0.1
user3613	10005	4.9
user2581	10001	2.2
user2581	10002	3.2
user5759	10009	4.8
user2581	10006	1.1
user3613	10007	0.8
user5759	10008	3.7
user3613	10008	4.3
user5759	10005	5.0
user2581	10004	1.8
user3613	10009	3.7
user5759	10006	0.3
user9882	10010	1.6
user386	10010	1.6
user8022	10010	3.4
user3613	10010	2.9
user2720	10008	1.1
user2720	10009	2.2
user386	10008	4.4
user2720	10006	0.7
user2720	10005	1.6
user2720	10002	1.3
user2720	10003	0.4
user386	10001	3.8
user386	10003	1.1
user386	10004	3.5
user386	10006	4.1
user1054	10010	3.5
user3563	10010	2.0
user1054	10005	1.0
user3563	10008	2.2
user3563	10009	3.0
user3563	10006	4.9
user3563	10007	0.4
user1054	10009	4.8
user3563	10004	1.0
user7336	10007	2.5
user7336	10004	3.9
user7336	10005	5.0
user7336	10008	2.9
user7336	10009	3.8
user3563	10003	2.5
user6912	10007	3.6
user6912	10009	3.2
user2162	10008	3.4
user2162	10009	3.3
user7336	10010	2.4
user6912	10002	3.2
user6912	10004	2.3
user6912	10006	0.1
user3181	10007	4.7
user3181	10004	1.7
user4671	10001	1.8
user3181	10008	0.5
user4671	10005	2.1
user3181	10009	4.7
user2162	10004	3.0
user2162	10006	4.5
user2162	10007	3.8
user3181	10002	5.0
user3181	10003	2.9
user2162	10003	2.2
user3181	10001	2.4
user6354	10005	0.7
user6354	10003	1.0
user6951	10008	4.7
user6354	10004	3.8
user6951	10009	2.7
user6951	10006	0.5
user6951	10007	2.8
user9845	10001	2.8
user9845	10002	1.3
user9463	10010	2.1
user9845	10009	4.1
user9845	10007	3.3
user9845	10008	4.8
user9845	10005	1.2
user9845	10006	1.1
user9845	10003	0.1
user9845	10004	2.3
user3181	10010	0.3
user6951	10003	2.1
user1054	10003	0.9
user6354	10009	2.2
user1054	10004	1.6
user1054	10001	0.9
user1054	10002	0.7
user6354	10008	4.3
user436	10008	3.9
user436	10009	0.8
user9463	10006	4.8
user436	10006	1.4
user9463	10003	2.4
user436	10007	0.7
user9463	10004	1.7
user9463	10009	4.1
user436	10005	4.6
user436	10002	2.6
user6354	10010	2.1
user9463	10007	1.1
user436	10003	4.6
user9463	10008	1.4
user4671	10007	3.0
user4671	10008	3.4
user4671	10009	3.5
user7375	10010	3.0
user8481	10004	4.2
user8481	10005	1.6
user8481	10002	0.3
user8481	10001	4.2
user4442	10003	2.2
user8481	10009	4.3
user4442	10002	2.1
user8481	10007	1.1
user8863	10007	1.6
user9181	10004	1.4
user5424	10009	2.1
user9181	10005	3.6
user9181	10002	2.4
user5424	10007	3.2
user5424	10004	4.6
user9181	10008	3.6
user5424	10005	2.7
user9181	10009	2.1
user5424	10002	1.3
user7003	10010	3.8
user9181	10006	1.0
user4442	10010	2.0
user7933	10003	4.5
user9287	10010	2.4
user7933	10004	3.3
user8863	10001	1.6
user7933	10002	4.8
user7933	10007	3.3
user8863	10004	4.7
user7933	10008	3.1
user8863	10005	4.5
user7933	10005	1.2
user8863	10002	3.1
user8863	10003	0.6
user4442	10007	3.9
user4442	10005	1.3
user7933	10010	1.4
user5424	10010	4.4
user7003	10009	4.5
user7003	10008	1.6
user7003	10005	1.6
user9287	10007	0.3
user9287	10008	0.8
user7003	10003	2.9
user7003	10004	4.7
user7003	10002	4.1
user9287	10004	0.9
user9287	10005	3.5
user9287	10001	2.1
user5424	10001	0.1
user3526	10001	1.1
user3526	10002	2.4
user4738	10001	0.3
user3526	10004	4.8
user7001	10010	4.3
user3526	10009	0.3
user4738	10007	1.8
user4738	10009	3.1
user8357	10004	3.5
user3526	10005	2.1
user4738	10003	4.7
user3526	10006	1.9
user3526	10007	2.2
user4738	10005	3.7
user4738	10006	3.8
user8357	10001	1.9
user9808	10001	4.7
